sequence	16S_rRNA_Count	metadata_NSTI
0594db46d7fdad3b856e519df25edc22	1	0.032772
05a41f9fb94c84b5ee4913afb0121695	1	0.140585
05b5d0cc219fbd487828657861882d4e	1	0.364276
05e5cd7d6ddcc4a16261eb4cd60f7317	1	0.138894
05fbc52a0f1889a78d6a5d6ab908cf84	1	0.022611
06098d56e539aa7cc08058075b2a5235	1	0.034959
06153c295f3036197821c40423a76ef3	1	0.328835
061d787ba0d297968f10470aa37668c3	1	0.038456
06300b7ac630e0850bdfa485a8a22480	1	0.034816
065f0047a37eb2ed24659eba0cfa1cc6	1	0.005339
0696dec62bb9a6528b442e134e782fb5	1	0.081159
06a2bc4dc74a6e33303a113e2e450684	6	0.12688
06cebeb8238867db18820489273bb6dc	4	0.015316
06e1d2f3e41a624dff0a858be13c8af1	1	0.115328
0701b1cabc6019738885182fffe07828	1	0.028717
070fcb8d135b8b26a424399b2a9d6842	2	0.74003
0722da4001a5bdb3a5739626927e819b	1	0.021537
073327d764b32bf2928e10da4c740c57	1	0.051114
073e5f1668e8d81c6d1253b3c6300240	2	0.057493
073f2be01e073755b47f9e90d2a7628b	1	0.038944
0776ed0b07af7fa43153acc5602d34c9	1	0.091135
0784fe8f9d9594df7c7d00ab8c5979ef	1	0.048654
07a60669f86501be7b94196caac18b20	1	0.200062
07d149ab15479ffd64725716d3df89d2	1	0.024768
07df33e2351b687f0e8534612c5f4f81	1	0.046141
083133d92ec53218b57c0e3f71bb13c3	1	0.195269
086edf14ba57287487199c05f2556ccd	1	0.074788
08c21f77fa484653d1a05f41f2ddaf3d	1	0.078765
08ce6cd332340fcdabaf1785bb393e9e	1	0.007328
08de7f7465ce083f549d099f03a38355	1	0.027747
08e1c179c84ee1a5a6ad11bfaac33d67	4	0.045039
091e3b90eacc5c2e0218760a725a981f	1	0.15556
091f077ce809f84644e18647760d887b	1	0.1962
0926568c8da526c10e05ac8e0841c67e	1	0.14225
094a55d5848085a0e3614eeea8294044	1	0.399994
096ed60235fe372a5515d600892a87db	1	0.020913
0973f1bdc75c4be83c8a6e78955bec0a	1	0.025894
097b52df9655b7bb170d3821909f3e23	1	0.022265
098e259e7c6b710376ba31d6528d004f	1	0.114878
099577a13c9d265cde1d0fe62e23d8ea	3	0.019262
0998e50aa0aadd3cce71462802663cfc	1	0.103108
09a06b78968f3f2f05a42addbebf26f1	3	0.046536
09b8bc6f5647b6bba8da1946adf5548d	6	0.044073
09be8c2d9718e15e30094ac00474a840	1	0.034239
09dd97bc715dccf535104c7885adb612	1	0.180586
09e959c96da324cbc715d7245ea5c423	3	0.074229
0a13992b8a3f4438b09f16317a2d84fd	1	0.074842
0a1787397db2dc85f325e970a61eb360	2	0.107546
0a19ff38242414024cc0a348ab749375	1	0.120314
0a34ea28bfdb0d7df6c9a977ca1eebe6	3	0.043255
0a49cdd650d7f01987bebcfde77be700	3	0.014108
0a522e82fce6f57deb4cdc6cfdb5e141	1	0.138042
0a9d2a9999eb67614c9a2fe414d868f0	2	0.043062
0aaa050b7ed6312940e63b3f1bc17ed6	1	0.039947
0acc78b8b3c7b67d79a3207ed1e06d83	1	0.132966
0acffcc6029daf8b36c49c6e356ee8eb	1	0.073149
0ad44a7db55801e18702ad7527c90775	2	0.039611
0b491bd7346b13ecccd13a4516b7dbe4	1	0.364208
0b566c82c69d1831c2b22ecc84928929	1	0.12391
0b6cdef58a2c44a01f455bb07122695e	1	0.098488
0b824c106f44098e326d67bb83235ff1	1	0.089873
0ba43c276c905f9984fe3a9736c92145	1	0.09009
0ba8a907d45ceacb99551d508df38115	1	0.086831
0bb2eeb78ba0fbadf3f184a418a50a8f	1	0.017888
0bb3b6159973e49988a9af3bbd904bc1	5	0.027687
0bb94623ed8123730b53ea0b40a40a39	2	0.005348
0bba9eb421e159a1ff4e586b7cfd984a	1	0.213543
0bc34ceff6e895ef6123a2deff31ab54	1	0.110337
0bc39fab9b6e04d4a9ab17574023a2ad	3	0.040329
0bcdb1aa3897ff750c2563cd9048f97b	3	0.039976
0bd40a05191f2a094ef826588de12934	1	0.755645
0c3bb230e3871800493e4b83d4559e03	1	0.193874
0c3d5b201ee0bc32193984117d7a2959	1	0.019622
0c553b269cc3b336b2ad7fe9edabe3e3	1	0.099631
0c744de20a88224dd41e4812648aed60	1	0.046394
0ca974c046dbc6671529a00ab03224e3	1	0.143313
0cc7fd8c6ef5119ee212157dbfd623c0	1	6.052729
0cf1eb5042765b3908f28916c0031e79	2	0.726819
0d1facd9199e540355accfecce37f05c	1	0.034355
0d4424303f076ae2280584308128c4db	1	0.021755
0d56699da2dcdf39e22f60182c65a1b7	1	0.08078
0d56beb79ca9f5603cf08d33b2d3488c	1	0.024569
0d5a99f57d651283ff5ec9112fe8a594	1	0.11632
0d8ceb1f85c467ee465c408aecfb0437	4	0.027998
0ddd8b1e05b39a5e5f2a20d8e68e6a0f	1	0.018984
0df0d13948fc9a223834986b3761af66	1	0.072249
0df1fc2aa24cd4631a44ffad79d1ed4e	1	0.15556
0dfc25611c186daa6a663cb0bb061c48	1	0.034694
0e23639784c4f8ed0ae8c4bfeda93df1	1	0.005439
0e661f291987c5a189091e51319c1fe6	1	0.397385
0e6bfb17302d795f3ce5f1f8a46e61c1	1	0.034503
0e6c589143abeaf1ebbbf4f30ac072f4	1	0.015979
0ea1a6faca577c9130c75b7759b3f40d	1	0.09451
0efa156ef4af9f5fb7a909dd2bf9b690	2	0.707267
0f4bbaf2d66b22d3079e44b706bcac93	1	0.022134
0f4f87619ea9d9402efaba9b732a3e1f	1	0.122211
0f512291142b8b248bfc372e9c13df94	1	0.023894
0f545815750a86a8339d4917dc45e560	4	0.110952
0f5f8ce192fb611dbf6541b813e83193	1	0.172497
0f8b50371e7c319be05c67446e4df497	1	0.108138
0f8f8c7884955de6ca452a1c77b70da3	1	0.000101
0f976728b6272ef2abf45b3a2373fc14	1	0.111234
0f9f90235e6a4913e3a5b35a2036cde9	1	0.044383
0fa67df25f1910b82f19c9226295ef62	1	0.016614
0fef942edbb53387d4194869191867ad	1	0.014038
1027b46941ac472365803a13d8cc53e2	3	0.021981
10394c66689e60c2fce24cec7a085536	1	0.066574
104afcf010598d43b17b7d284f599ce1	1	0.016484
1062662e2315940886b2619485c1c6ed	1	0.082816
10781e30cd4ccdfe194d878f82346f43	1	0.025526
109a16720900299eefd3f311372b3fa9	1	0.075281
10a5dc177343de66a14bf62e321e7646	1	0.012534
10c3ff1788fdc14364a7818196f984c0	6	0.005306
10daa1b74a47cce6c0d8b6fea3dd8c5f	1	0.145103
10ead2398af9ffa2f551b6bbc0d4e621	1	0.050431
10f9aabc9d57d4340a0a59489f67275a	1	0.016981
10fbb4c995b44cc8cb504a9d4c6d321e	2	0.019784
111fde8fa881cee073f03845d83052d2	1	0.161873
1144435ea030a9096e33098c3bfd2a08	2	0.047133
1148cbda5a76887041787bc054aa9885	1	0.095187
115dfc9108c3d3b5a6cfbda23046ec89	1	0.060012
116690cd676548429ce3990404b9bd82	4	0.120351
11a40a48148e4e90baa48a821f4679e8	4	0.009495
11a53483feac2a37ec3fc19c6203855e	3	0.01919
11f18213a56c7baca485a1c3e82177e1	4	0.039489
11f95cc8282a6adeac822a0909155a94	8	0.420844
11ff9d761679f5dd6bd418c42f20a58e	1	0.049883
122c26ed39a1c7f9c5f439212776cb75	4	0.038514
1236a8c91e1712637cff27a17a28d3ee	1	0.023799
1277732b71daf9e7a961242e42c5c7a8	1	0.034348
1278ab9667b6b110ce3f95755a7fe1e5	1	0.090245
12879660d424eae8eaec6b9b7cbc7f35	1	0.021461
1298f223cae8f6ed631a1e79b23412ee	1	0.14071
129fccdcb7920211127617402c3b63c4	4	0.019579
12c1d5ddbc286ccadbf6f5a4171a3f4b	1	0.084869
12feb0c90ba3041e0d5f2c14860a00ae	1	0.2469
130b0017f01256a35194fe727a537d66	1	0.071886
130dd9b93d5093a1e6a5e05e67bb95c0	1	0.029816
133bf5bd7c158a3e1ba571be25a713cc	1	0.025892
1354025a0144793d965e85382b909928	1	0.122936
136e3e0ac36e8970fd16407a884b14b0	1	0.134521
13bf2cccfe5b753b246b2c186e44ae52	1	0.044212
13cd2f8b7b225b18f51894397c48e678	1	0.134908
13dab29a69044d3a3d92bff656c5779e	1	0.047564
13e3f118a04f019e7470fee01bddd629	2	0.043456
13e486c081c947008fc03b3ffb0941a0	1	0.074921
13fdde6f3acfeb830fda3cf40d6b97f4	1	0.00015
13fee0132ac565ea8841c1c3fdb679db	1	0.053651
140b084d1c52af39ee903473cba08c12	2	0.000101
141fc36044dba5a6b4f8e96ebc65b760	1	0.011208
14266112b1f44b1a4244720f8713a876	1	0.161873
142e2979071aab637ece273aad41c029	5	0.004805
142e55955734a7c71aadae40a6135323	1	0.034592
1435f6cf55b0309891605123f24c2a59	1	0.1962
145b9fc74a61240ab3b1839f538d66e1	2	0.050091
1461646998f15f1ddd780368b27e0ea1	1	0.316846
148f115f66b6021dc2e782ff6ae19b83	1	0.083858
149084dd58a1288182132950adec109a	1	0.019803
14c53c898550102c826f3980721c4cf3	1	0.136094
14c6fb896ee3073225ba2a0dcb540463	1	0.114055
14cd7dbae63bcd6f33cbea88600ce34b	1	0.113492
14f4fa1c72b365a9b596adb1493bb392	3	0.016308
151afa99b5463a247aedf38aef01ae95	1	0.159581
1529c01454d7552b0b80082936f8f383	1	0.018185
152afde64f8c4adfce33a345485225f6	1	0.046878
155011c091936beaddc940b7cfb5baa1	6	0.019125
1580b6b71c125255ab359caeae961457	1	0.025784
1584770c6492be0cc0ade12b09a4a3c9	1	0.36344
158d869b31874f21bcddb277e3c70ab8	2	0.264025
15accf0032662f05f44d0e7a76808afe	4	0.036261
15e1c0e6c21b760bd490d97f96d2bab9	1	0.013755
15e87e2b93ce3fdd58a0ec2778d95512	4	0.034015
15f9471b614463a97e21e1dd5d3d3079	1	0.068719
15fe059fd6ec97741af3aced3ff7e09b	1	0.017443
162ab5733cd75cd8b47f1a34bd42fcbd	1	0.050321
1639aed24601b7079463993bc6ecba07	1	0.14225
165f2ea26367d45eef54a3a70887a640	2	0.073733
168adcbb5f86690b023aa4d67d61bb93	3	0.019254
16d0bc9a57f14ac2c6bc92e7ec60fe39	1	0.06382
16ef2eeb3221ab861737a82bac1f18a1	1	0.029929
170ca76e4f65b35c359542c2b2c6756c	1	0.047355
172ee238585b460594a9e0d7c0c1e340	1	0.089285
173b94009250aedfc554fd50fba13604	1	0.02787
176dd00cfae0b5e70d3f9ae91b128da3	1	0.925359
1789dfbba18f245a774bd198c06a28b3	1	0.232493
17c0bebcbc8739c43eac8c92a55f4fe9	5	0.009626
17d488e8ca7cd9b6628f00ab0ab68f0b	1	0.108184
17da0a80b4b8e47683945e8ed11b4938	1	0.113492
18016ab491e7813a0eab42dd2513a431	2	0.111124
184111cba25280d79a9d0b2fc3a454df	1	0.00015
1846cfb1f14cc6db0ea4a6180a824c78	1	0.00295
18d02bab9c71e756f1b2a13bef575346	3	0.022071
18daac207f7a756594d6f03262be4730	1	0.467719
191145154f157e5cc5996ce5cff7f57a	5	0.039121
19249f4ebf34c437de84b768d8b28c72	3	0.072814
197ebd0e5c26fe1101d70e5e702caff8	1	0.096413
19b7736e1b2bf037ca929fe3141ea200	1	0.101292
19bde46ac13b3b773e1b1d16167d16b1	1	5.956094
19f5d73da49fc7f622a001c92c30ebf0	1	0.037199
1a0680ccbcde40bf0231a565c3d91999	1	0.084289
1a1389e02854f057f2be28011c270d04	1	0.00015
1a26fe6ef2ef023c48be2bdfe689d4a1	1	0.135875
1a66f3bc9e18e13d7ffddb2c04a2b0bf	1	0.918029
1a6f30f50cf76ce6578d6375d4e1cca1	1	0.069455
1a8de96b9aa9041f8f4e8a0e61995fb8	1	0.044739
1a97db93867365d1fe1c6fb43557e37c	1	0.059396
1acb52b79425444cb273bc0aa19a57ec	1	0.15556
1acb5681bc99b07f866504689f89906a	2	0.024247
1acb5932251c5d17ea6db729c57e2b8f	4	0.079884
1ad3e177234445068ad4ad12401a9f3c	1	0.117652
1ae0d94dbef9f8fcdd2655d0e46e52bd	1	0.061678
1af9ff6c65008308e9a1c9425bc1246f	5	0.027659
1b0d8184562ad85adf03c0c32118a132	1	0.06127
1b75294458b97ee5ed87a337702f34cf	1	0.012746
1b9169ed6424be2fcfec46e0d0420d09	5	0.004995
1baf11c067603d325cec6f5008ed0b1c	1	0.008551
1bb5b6727b344052b5c1d98dacd3840f	1	0.010661
1c168c168b6517b83cff1fbd0ee85fb8	1	0.019025
1c5d47b5942b135fc0b45c6ac7d6d63f	1	0.05064
1c8edc8c7e06caa84a8bdf666e0c34fd	2	0.135586
1cda092c306170401ea30b2e6b0ffc70	1	0.211072
1ceffa2e4a1b0b87b4247c4f21633807	1	0.011994
1d02e409c6630cc83513ad8feb510225	1	0.246505
1d0e5fe097ba0996d81e4eefd555f7fd	1	0.161873
1d1fca527867abab63de579402702921	1	0.211072
1d30673e7fd9aabb9d20d228734ec326	1	0.051586
1d307628b94494dc8d97caba137afe94	4	0.020504
1d39b09906d4cbf57b3280f5fa5262a2	1	0.022133
1d77e4fd527ddab3133fcfd8a12a1f47	1	0.058821
1d7a12d312dc6282feb5b0dd54e81984	1	0.027894
1d846efaf38b341c848a2d7e2163aac2	1	0.079696
1d8cfb7323dda7b18edd991e3f873dc1	2	0.059574
1d911f24c1d5504782485a5c4bb7e066	1	0.023779
1da97fed1359edc0776a396e53f88a11	4	0.030505
1dcb5e67573094002f9b9527a278b267	5	0.009632
1de0f9bfa619a5e89af1fa15044f11ad	1	0.019965
1e18d2b0a94feb3901144a5d93eae14e	1	0.019644
1e27d3b5c7bc6986ff9b014b423390e7	4	0.033576
1e47ea822812f53d85d28786c3095fac	1	0.037565
1e5ae8c4febb221c2e7c649eee959663	1	0.070526
1e769671d6c34e91953cf1a147420f1f	1	0.022552
1e804bbc473fd60264c2bda4a118865e	2	0.037637
1e858be3294eeb9be180828dd2da7d7c	1	0.167981
1e9677063f99cb2967c7e42e2cd62056	4	0.02014
1ea1c1168407eff8ea1888011d1a0443	4	0.018844
1ea4200e00e026c755f825f43af781c5	1	0.028303
1ed0839a622e149106c8333d9a3fcfab	1	0.028592
1eddcfe4f56c70b9894a40361a538947	1	0.014545
1eeeaf320960ec8cecb545f4f3bc1bd0	1	0.167508
1f46148c1eec4ccaecd83e0d19ce185b	1	0.390108
1f68cb8bac789f56a0e721af50c7fc17	1	0.023937
1f7f4c1145a9dd971b69f5122b4f7c72	2	0.032206
1fbb9f26e871214da291071a47caf1d7	1	0.110337
1fd87eef99fd9daca1cd0d8e9c65e207	1	0.731413
1ffb107f785ea1367ebb1d51e0e8891e	1	0.779735
1ffe4502db6b4ed8e4cdc3209454f232	2	0.043284
200c5864fd7f4caa76393e570e1ab2e7	1	0.243695
201602da7c4eacd02c4b2d88164354fb	1	0.047333
20340614bd9e4242aaef282ffb4a9d5a	1	0.478902
2039175630a5b9b415f86a0aa97abcb0	1	0.028036
2042b428565ec9a11a5253896136d3a6	2	0.024259
20536d7a259d3c896eff60a244299eb3	1	0.011261
205594408aa7cc57e993a58380057200	1	0.033722
205ce08966dab8060a40d98303d4d5c6	2	0.047092
2065f8c9a38fb7ab95a22dae3e7afe3c	1	0.054502
20712a3bfafffcdbfcc9189112e14a22	1	0.048495
20baf88c6c5024f3bdde7919822e779b	1	0.01183
20bf2048a500eea88deb6279fbf11de1	4	0.010693
20c728db4ca7ae33df5359051cf229c8	1	0.004797
20d147c62c8f41c1187b23eb80ff5850	1	0.131478
20f4d6353fe7c9f7b314c29a15b97784	1	0.011227
212f462619a892df91cde7462cec4f5e	1	0.135486
215a96e7f1e976240e0cb55700673fc7	1	18.114307
217c16906d3e3dd6c51d2a99f1dfeebd	1	0.091187
2190602a06ca25b97b899c3973169eba	1	0.368526
21a6f82fc49f9c1e1689883aefa967c9	1	0.010604
21b537590036c962e9a78814003d1c51	1	0.009108
2225f51b2eec595f01cdcbbe2f4b0941	1	0.278201
224427de7db3a171e4d18c1186dd9e02	1	0.838648
224c78f0109e2f4c0af2c6d605663a4a	1	0.14225
22515166c1e6f364404499ba2fcf0239	1	0.042634
226a60a288ec21dce26e620bde74869c	1	0.028712
228b1423bc94137a235e9fd06e57b154	1	0.028711
22ac9127eac44714ed26d79fc6c11db4	1	0.15556
22b3ec425ddb106dd1d0e00aaace59cb	1	0.076633
22bd823eb1d6394eec258524cbc6afaa	2	0.00015
22cffe0d096fec2a26444ccc9f63830a	1	0.092797
22d782880521a8127717b06c339dbe85	2	0.280295
22e5d61a5ed80351026b25f2e0907633	1	0.045515
22e6bdeea18d775b77bd26241e9984b0	1	0.441953
22efc2f67e95353080c11eb28273cfef	1	0.245296
2311546855b9e2fdc18c1bf4e4bdbb99	1	0.082954
234720bf1cd875937358c6f549abadc4	1	0.810095
23a593ac3bd874a963955c577c956a8a	1	0.085172
23bc0e5f824705be85ba94814995f3e4	1	0.098499
23d965562b18d066fd2fd70c9049a41b	1	0.024217
23ef41a978dd161e8e66f544fbf5e0de	3	0.036612
23f68df8362fd0e091cdfe8e61d83e82	1	0.014388
2406d2a63180c010f288cef36a1c7e11	4	0.115465
240b82caae919f5ce7d10c8410319f07	2	0.722626
2412233aca3189ebe33b02214663c037	1	0.033759
2414c6c89e7f3c43e8c147b0ae9b90ad	2	0.050592
24174a6480ead051c61162b17cc0df89	4	0.04436
2454e8813e0e32076e3b0108f2db6bfc	1	0.042057
247668e5f905641dccf544701ee37031	1	0.00947
24800878fa601fd3112e8454c56ea8f5	1	0.011243
24c23b11af08e95ce5e8972586f2ae2c	1	0.024778
24f343f7af261d4889989f94c9be4a2d	2	0.044735
252f170979dd77243ff94565a11a22c2	1	0.057579
2545546d54bad6cc698dae865fb6ebbf	1	0.00015
259c15ff0f2a9721d5853c8228550c18	4	0.016746
25b1a783519f95d483cc935039c95084	1	0.03615
25b836215b9e9b98a14214ab59f10f5c	1	0.036043
25bc4f302e17d05862f47b960ef7fe19	1	0.024932
25bfb8cb84ab4e1e35e107bc4f511626	1	0.011568
25e7b656d4da85b8f65235ebf5ddecfa	1	0.025091
26045591bbb330fc151e2394ea9542b5	1	0.050096
2634709d4b95fa84848b4195e2285e26	1	0.03878
26409dd3e6686380ec84915e1e7eede4	2	0.037378
266bd983ddf88c8ca52d0d39372df001	1	0.039796
267210dd50994c72fbd6a0f65e589ec6	5	0.036163
269c9d93f1e5f1eb793727b8290db995	3	0.670438
26ab6e76142ccfa5f189b1e700a35950	4	0.029032
26b8d71f1bfbcbab307b44d401a44a52	1	0.034922
26f66fb62904dc0668c6267b7ce56cf2	6	0.024072
26ff38be50a1d593d4211a0516784cd6	1	0.138551
2725bf8fc0683581b3bec3b9abde2ad4	3	0.129627
27601d696c56305a054eebf614b0b479	1	0.034249
276f9d429deb0099608c25d6f34103fe	1	0.013189
2788efaaeb0dc270c1a9470c0b4129bc	2	0.06011
2789b542c5a3cff7509a6bd09bd072e1	2	0.046846
27a48b7a577e9dd5219a8c7f4bb141fd	1	0.00951
27da93bb74cbfd4502a91dc79556754d	1	0.099609
27dfd42ae21ebaac728008ed455a4661	3	0.255774
27e6693020e04159dfa5cacedbfff3b1	2	0.052171
27f7829327b31bd0321946f2cdb41ca8	2	0.03213
2821f95c5fe1c3ceaa07d9dc5209490a	1	0.006558
282588fec700e0d3a9c7025ff2f249c4	1	0.033995
287bfbd6daa5b62fdd49d729f0f90295	2	0.037042
28815901673aef321149d1f65b0d51a5	1	0.10788
28a4dd29f4e808c61fc58e03ebce0c91	2	0.078798
29085862ae43faaa7ac5d5dddebefe83	1	0.02467
2912a619fb1333b774006a373a6dea31	1	0.034703
2915bb922e620631d30f6b8c7241c243	3	0.022705
291796e02da6088922e33620b19d12c8	1	0.15556
292a13f9fe1acaa02047ccc360e1ed80	1	2.103861
292ef78a7bd923cc1a8aa41c614a217b	1	0.00015
293f343d9454b64b5e2f28e9607a3097	1	0.074367
296b32c28201030d4ab473dcbab4d7c4	1	0.097047
298a10a669aa9929bd1abc073cc178aa	1	0.034148
298ffef81405a571e0e30e11ea889199	1	0.090359
2993ffbb7633b42c12eaf48fb5820711	1	0.041581
29a6f02cb42f144be7303c08d1086dc1	1	0.028837
29ba1ec3ee425175b1e82ea59e79ec5a	1	0.074343
29bf76c07c1854c9ae7050e59bc9a9cb	1	0.030807
29d66996e2de8fbfd0aacd4273883bac	1	0.016721
29e58c6078d84b23c668013bf66cc3d8	1	0.045145
29f41543bffe79442157fdc8be3a1060	1	0.467143
29f71aa91eb8283ea146da0ecd008cee	1	0.127304
29f888b15909836480c11fc2fee05889	1	0.253434
2a7f4784a1d2a328564d4073fcc3f954	1	0.122211
2a85b7140cb424fdce4d6892ddf93d26	1	0.027776
2abcee955e6382c99e9ede695218204a	1	0.011547
2abe986e24b864b1254e4c316b34164e	1	0.09714
2ac47c506ff61b9f65c0f5cb6eba91dc	5	0.021792
2acbc90e5032207d3c21e6be47e0153e	1	0.211072
2ad965a871c050542ef94dc54183d704	1	0.01898
2adc6f36d28908a3808bda059edb016f	1	0.082214
2ae403de45ef13f0d13d5988d55a696b	1	0.033719
2b0ab0d0fdc32dd2081d6cfe4a46ab80	2	0.0586
2b16d0762d67cb4e08409f1a4cc23750	1	0.018468
2b2b6ff38414d0af0bf77d21d4b2ac66	1	0.086163
2b2d339839ee52831b06f7055e47b258	1	0.055063
2b6b9175d02b3b0c3257551850646978	1	0.02964
2b7cf455c0301e59d3c028fb025bce13	1	0.011852
2b9798aa5bcfd0f2414156e33da43603	2	0.271608
2b98b8d811ceb8cb6e6772d555e53ecf	1	0.039401
2bbb8aa2111bf4551192d9b0e5cd135c	1	0.038307
2bbd2f88b7b17e99c5cdc8eb1dce8e8e	1	1.557972
2bdaecba82a564d058e6a4df7c12f50b	1	0.01905
2c0a41845da56ccfe38b04566eb1a58f	6	0.117497
2c44c88abb3421ead1f1397f525f5953	5	0.034096
2c6bb8b753502e399553b8e50d012068	1	0.00936
2c70bba16ef29103e54063fbaaa05ead	2	0.118309
2c77d35d2ba681912dea609f3b5433a5	2	0.257585
2c8d185db717d7881de7fc728728543e	1	0.038759
2c9165d9eaf19aa22e6b8b4fed5cb4b1	3	0.065064
2ca08856e1d89daa18cdfa06a040e57a	3	0.014139
2ca32e9a8af1d2b6e65e67315858dffc	1	0.039335
2caa799ffdacaecf3141e37c2d760b32	2	0.035974
2ce518a456c9861391189f7229111aa5	2	0.049078
2cfa5edf2332b84c01eeebedfda1657f	1	0.490821
2d00d186ebdf8a3774a7d37639fa619b	1	0.142259
2d06dfe5fa952939ea9f90baec44d2f0	2	0.765335
2d150417d9bc504c2e2449ebffad75cb	1	0.372346
2d25fc349571f8b990fad8cb1aff92b7	1	0.008554
2d28a37d823525d0c8daea66917fdba5	2	0.119267
2d4b70a422f71ad1ed9cf6f41aec13fe	1	0.051813
2d528d40fea202b619654640df6bf8ca	1	0.093491
2d86a51761b3f1a6652ec43cd78cd0fb	1	0.783744
2d8adea57c7a66e7911e7fedacfdd562	1	0.021548
2d964de34ca87523441dbfa82982747c	1	0.093817
2dac76185a54c9df24e755a4247a9c4e	1	0.03681
2db52e5fc8bcc422b657032a22b26786	1	0.044123
2db530d6bd6caf16fa528fec150bb672	3	0.040431
2dc714c6d1b95cff2a5c410d5fddf1f9	1	0.053185
2dde760a949092dba6f09ccb92cdc058	1	0.080157
2dea480b02a79ca113e82e0131bd7fcb	1	0.125011
2e3a47ae64c1c3c4bc17b8a00ee1022c	1	0.074167
2e6858e7f1707a6e618766fc885bec01	1	0.62804
2e957147402f88ff4162db699425b971	1	0.140186
2e98846733e22574239007ce9227b80b	1	0.042666
2ea67b274035d65983c932d296ce46da	1	0.15556
2eafa98c24779222c76766ceb18c5623	2	0.701004
2ec0d3d48a03aaa616147a26bcfc7a4e	1	0.091772
2ec32efa1b150a131f77bac4f740495f	2	0.122509
2efa4fe79504a8096489bdc0ee75e84c	1	0.04963
2f3484878347c0a40cf2adc8c20274f5	1	0.038449
2f3f8c5a37e93ac761ebf8d64f0f280b	1	0.044583
2f525bf47ea796fa52c01c5486d4c4c6	1	0.019742
2f5a6be71dd5b15b98070cc263c439bb	1	0.048545
2f6167e7e3ca4c5dd47d0109db833e17	3	0.024161
2f6689909be8e728179a5f7b7406d8e2	1	0.064373
2f66cf0d3b152a53c4b0dc6d2b8a9e79	1	0.010824
2f7c59c104a7e3a421d221e5fbcb64c6	1	0.024697
2f97a0c521802c64f547631a11a78c91	4	0.014278
2fa7fe5ab34a911be07d5a959392f0f5	3	0.129627
2fc841a984369289b4fd0d6de82468d8	1	0.035365
